id,nuc,name,parent,total
NRAAHC,NRAAHC,Royal Australian Artillery Historical Company. Cutler Research Centre.,,5533
VFMP,VFMP,Royal Australian College of General Practitioners. RACGP John Murtagh Library.,,0
NRHS,NRHS,Royal Australian Historical Society. RAHS Library.,,16173
VBOT,VBOT,Royal Botanic Gardens Victoria. Royal Botanic Gardens Victoria Library.,,53
SRGS,SRGS,Royal Geographical Society of South Australia. RGSSA Library.,,14277
VRHS,VRHS,Royal Historical Society of Victoria. Royal Historical Society of Victoria.,,35746
VRMH,VRMH,"Royal Melbourne Hospital. Health Sciences Library - RMH, RWH, PMCC and Victorian Mental Health.",,21753
WRS,WRS,Royal Society of Western Australia. Royal Society of Western Australia Library.,,1362
NRUSI,NRUSI,"Royal United Services Institute for Defence and Security Studies, New South Wales.",,7452
VRUSI,VRUSI,Royal United Services Institute Victoria.,,30175
VEE,VEE,Royal Victorian Eye and Ear Hospital Library.,,1947
VRSL,VRSL,RSL Victoria - Anzac House Reference Library & Memorabilia Collection.,,77
QRSHS,QRSHS,Runcorn State High School.,,0
6629,,Runcorn State High School. Runcorn High School Library.,QRSHS,0
VRGS,VRGS,Ruyton Girls' School.,,78106
NRYD,NRYD,Ryde Library Services. Ryde Library.,,124223
SSHC,SSHC,SA Health Library Service.,,43611
SMENHS,SMENHS,SA Mental Health Services.,,0
NSAE,NSAE,SAE Creative Media - Australia.,,241933
QSIM,QSIM,Safety in Mines Testing and Research Station. Simtars Information & Resource Centre.,,85
SSIC,SSIC,"Saint Ignatius' College, Athelstone. Saint Ignatius' College Library.",,0
NSIC,NSIC,"Saint Ignatius' College, Riverview. Christopher Brennan Library.",,3
WCI,WCI,Saint John Henry Newman Library.,,20848
QSSC,QSSC,Saint Stephen's College.,,0
SSAL,SSAL,Salisbury Libraries. Salisbury Community Hub Library.,,106394
VSDHS,VSDHS,Sandringham and District Historical Society.,,10520
WSAN,WSAN,Sandstone Shire Council. Sandstone Library & Tourist Information Centre.,,0
NPHRP,NPHRP,Sax Institute. Public Health Research and Practice.,,1889
NRLC,NRLC,SCECGS Redlands. SCECGS Redlands Library.,,0
QBSC,QBSC,Scenic Rim Regional Council Libraries. Beaudesert Library.,,0
VSOCUM,VSOCUM,"School of Chemistry, University of Melbourne.",,405
14893,,Scotch College - Victoria.,,0
VSCOT,VSCOT,Scotch College - Victoria. Library and Media Centre.,14893,0
VSCAR,VSCAR,Scotch College - Victoria. Scotch College Archives.,14893,0
WCOT,WCOT,Scotch College. Bunning Resource Centre.,,0
TSOC,TSOC,Scotch Oakburn College. John Morris Library.,,0
TSMHC,TSMHC,Scots-Memorial Heritage Collection.,,53
SSEY,SSEY,Seymour College.,,0
VSAG,VSAG,Shelford Girls' Grammar School. Shelford Information Resource Centre (IRC).,,2
14907,,Shellharbour City Council.,,156431
8888,,Shellharbour City Council. Albion Park Library.,14907,0
NSHE:DS,NSHE:DS,Shellharbour City Council. Discover Shellharbour.,14907,8765
8887,,Shellharbour City Council. Oak Flats Library.,14907,0
NSHE,NSHE,Shellharbour City Council. Shellharbour City Library Service.,14907,147666
8899,,Shellharbour City Council. Shellharbour Library.,14907,0
135838,,Shellharbour City Council. Warilla Library.,14907,0
WSHC,WSHC,Sheridan Institute of Higher Education.,,3377
12165,,Shire of Ashburton Libraries.,,0
WONS,WONS,Shire of Ashburton Libraries. Onslow Public Library.,12165,0
WPAN,WPAN,Shire of Ashburton Libraries. Pannawonica Public Library.,12165,0
WPDB,WPDB,Shire of Ashburton Libraries. Paraburdoo Public Library.,12165,0
WTOM,WTOM,Shire of Ashburton Libraries. Tom Price Public Library.,12165,0
WAMR,WAMR,Shire of Augusta-Margaret River Libraries.,,52897
WAUG,WAUG,Shire of Augusta-Margaret River Libraries. Augusta Public Library.,WAMR,0
WMAR,WMAR,Shire of Augusta-Margaret River Libraries. Margaret River Library.,WAMR,0
WBEV,WBEV,Shire of Beverley Public Library. Beverley Library.,,0
WBOD,WBOD,Shire of Boddington Library Services. Boddington Library.,,0
WBOYB,WBOYB,Shire of Boyup Brook. Boyup Brook Library.,,0
WBRI,WBRI,Shire of Bridgetown-Greenbushes. Bridgetown Regional Library.,,0
WBRO,WBRO,Shire of Brookton. Brookton Public Library.,,0
WBRM,WBRM,Shire of Broome. Broome Library and Information Service.,,756
WBRH,WBRH,Shire of Broomehill-Tambellup Library Services. Broomehill Library.,,0
WBRU,WBRU,Shire of Bruce Rock. Bruce Rock Public Library.,,0
9956,,Shire of Capel Libraries.,,0
WBYP,WBYP,Shire of Capel Libraries. Boyanup Public Library.,9956,0
WCAP,WCAP,Shire of Capel Libraries. Capel Public Library.,9956,0
WDAP,WDAP,Shire of Capel Libraries. Dalyellup Public Library .,9956,0
WBIN,WBIN,Shire of Chittering. Bindoon Library.,,0
WCHR,WCHR,Shire of Christmas Island. Christmas Island Public Library.,,0
WCOL,WCOL,Shire of Collie. Collie Public Library.,,9520
12984,,Shire of Coolgardie Libraries.,,0
WCOG,WCOG,Shire of Coolgardie Libraries. Coolgardie Library.,12984,0
WKAM,WKAM,Shire of Coolgardie Libraries. Kambalda Library.,12984,0
WCON,WCON,Shire of Corrigin. Corrigin Public Library.,,0
13027,,Shire of Cranbrook Libraries.,,1
WCRA:A,WCRA:A,Shire of Cranbrook Libraries. Cranbrook Public Library Archives.,13027,0
WCRA,WCRA,Shire of Cranbrook Libraries. Cranbrook Public Library.,13027,1
WFRA,WFRA,Shire of Cranbrook Libraries. Frankland Public Library.,13027,0
WCUN,WCUN,Shire of Cunderdin. Cunderdin Public Library.,,1
13059,,Shire of Dandaragan Libraries.,,0
WBAD,WBAD,Shire of Dandaragan Libraries. Badgingarra Public Library.,13059,0
WCER,WCER,Shire of Dandaragan Libraries. Cervantes Public Library.,13059,0
WDAN,WDAN,Shire of Dandaragan Libraries. Dandaragan Public Library.,13059,0
WJUR,WJUR,Shire of Dandaragan Libraries. Jurien Bay Public Library.,13059,0
13062,,Shire of Dardanup Library Services.,,0
WDAD,WDAD,Shire of Dardanup Library Services. Dardanup Public Library.,13062,0
WEAT,WEAT,Shire of Dardanup Library Services. Eaton Community Library.,13062,0
WDEN,WDEN,Shire of Denmark. Denmark Public Library.,,0
13144,,Shire of Derby-West Kimberley Public Libraries.,,0
WDEA,WDEA,Shire of Derby-West Kimberley Public Libraries. Derby Public Library.,13144,0
WFIT,WFIT,Shire of Derby-West Kimberley Public Libraries. Fitzroy Crossing Public Library.,13144,0
WKUP,WKUP,Shire of Derby-West Kimberley Public Libraries. Kupungarri Community Library.,13144,0
WDOW,WDOW,Shire of Dowerin. Dowerin Public Library.,,0
13212,,Shire of East Pilbara Libraries.,,217
WMAB,WMAB,Shire of East Pilbara Libraries. Marble Bar Public Library.,13212,0
WNEW,WNEW,Shire of East Pilbara Libraries. Newman Community Library.,13212,217
WNUL,WNUL,Shire of East Pilbara Libraries. Nullagine Library.,13212,0
13274,,Shire of Esperance.,,0
WESP,WESP,Shire of Esperance. Esperance Public Library.,13274,0
WGPH,WGPH,Shire of Esperance. Grass Patch Library.,13274,0
10005,,Shire of Gingin Libraries.,,0
WGIN,WGIN,Shire of Gingin Libraries. Gingin Library.,10005,0
WLNC,WLNC,Shire of Gingin Libraries. Lancelin Library.,10005,0
13426,,Shire of Gnowangerup Library Service.,,1
WGNO,WGNO,Shire of Gnowangerup Library Service. Gnowangerup Library.,13426,1
WONG,WONG,Shire of Gnowangerup Library Service. Ongerup Library.,13426,0
WGOO,WGOO,Shire of Goomalling. Goomalling Public Library.,,0
WHAL,WHAL,Shire of Halls Creek. Halls Creek Public Library.,,0
14912,,Shire of Harvey Libraries.,,0
WAUS,WAUS,Shire of Harvey Libraries. Australind Public Library.,14912,0
326357,,Shire of Harvey Libraries. Binningup Public Library.,14912,0
WHAR,WHAR,Shire of Harvey Libraries. Harvey Public Library.,14912,0
WYAR,WYAR,Shire of Harvey Libraries. Yarloop Public Library.,14912,0
WDON,WDON,Shire of Irwin. Dongara Library.,,0
13704,,Shire of Jerramungup Libraries.,,0
WBRE,WBRE,Shire of Jerramungup Libraries. Bremer Bay Library.,13704,0
WJER,WJER,Shire of Jerramungup Libraries. Jerramungup Resource Centre and Public Library.,13704,0
WKAT,WKAT,Shire of Katanning. Katanning Public Library and Information Service.,,3
WKOJ,WKOJ,Shire of Kojonup. Kojonup Library.,,0
WKUL,WKUL,Shire of Kulin. Kulin Public Library.,,0
13816,,Shire of Lake Grace Libraries.,,0
WLAK,WLAK,"Shire of Lake Grace Libraries. Lake Grace Public Library, Resource and Telecentre.",13816,0
WLKG,WLKG,Shire of Lake Grace Libraries. Lake King Public Library.,13816,0
WNDG,WNDG,Shire of Lake Grace Libraries. Newdegate Public Library.,13816,0
WLAV,WLAV,Shire of Laverton. Laverton Public Library.,,0
WLEO,WLEO,Shire of Leonora. Leonora Library.,,0
13957,,Shire of Manjimup Libraries.,,0
WMAJ,WMAJ,Shire of Manjimup Libraries. Manjimup Public Library.,13957,0
WNOT,WNOT,Shire of Manjimup Libraries. Northcliffe Library.,13957,0
WPMB,WPMB,Shire of Manjimup Libraries. Pemberton Public Library.,13957,0
WWAL,WWAL,Shire of Manjimup Libraries. Walpole Public Library.,13957,0
WMER,WMER,Shire of Merredin. Merredin Regional Library.,,0
14164,,Shire of Mundaring Libraries.,,0
WGRE,WGRE,Shire of Mundaring Libraries. Boya Public Library.,14164,0
WMUN,WMUN,Shire of Mundaring Libraries. Mundaring Public Library.,14164,0
WNAN,WNAN,Shire of Nannup. Nannup Public Library.,,1
14360,,Shire of Northampton Libraries.,,0
WKLB,WKLB,Shire of Northampton Libraries. Kalbarri Public Library.,14360,0
WNOH,WNOH,Shire of Northampton Libraries. Northampton Public Library.,14360,0
WNUN,WNUN,Shire of Nungarin. Nungarin Public Library.,,0
WCMPG,WCMPG,Shire of Peppermint Grove. The Grove library.,,4578
WPGY,WPGY,Shire of Pingelly. Pingelly Public Library.,,0
14684,,Shire of Ravensthorpe Libraries.,,0
WHOP,WHOP,Shire of Ravensthorpe Libraries. Hopetoun Library.,14684,0
WMGL,WMGL,Shire of Ravensthorpe Libraries. Munglinup Library.,14684,0
WRAV,WRAV,Shire of Ravensthorpe Libraries. Ravensthorpe Library.,14684,0
WMDJ,WMDJ,Shire of Serpentine-Jarrahdale. Mundijong Public Library.,,0
WSHB,WSHB,Shire of Shark Bay. Shark Bay Shire Library.,,0
15300,,Shire of Toodyay.,,2056
WTM,WTM,Shire of Toodyay. Connor's Mill and Newcastle Gaol Museum.,15300,2056
WTOO,WTOO,Shire of Toodyay. Toodyay Public Library.,15300,0
WWAG,WWAG,Shire of Wagin. Wagin Library & Gallery.,,0
WWDR,WWDR,Shire of Wandering. Wandering Public Library.,,0
WWAR,WWAR,Shire of Waroona Library. Waroona Public Library.,,0
WWMS,WWMS,Shire of Williams. Williams Public Library.,,0
WWON,WWON,Shire of Wongan-Ballidu. Wongan Hills Public Library.,,0
15635,,Shire of Wyndham-East Kimberley Libraries.,,0
WKUN,WKUN,Shire of Wyndham-East Kimberley Libraries. Kununurra Community Library.,15635,0
WWYN,WWYN,Shire of Wyndham-East Kimberley Libraries. Wyndham Library.,15635,0
WSCR,WSCR,Shire of Yilgarn. Southern Cross Library.,,0
WYOR,WYOR,Shire of York. York Public Library.,,0
NSCO,NSCO,Shoalhaven Libraries. Nowra (Central) Library.,,61476
NSHR,NSHR,Shore School. Boer War Contingent Memorial Library.,,20
SRDN,SRDN,Silver Chain Group. Silver Chain Group Information Centre.,,423
NSIN,NSIN,Singleton Council. Singleton Public Library.,,33830
NSAG,NSAG,Society of Australian Genealogists. SAG Library.,,5396
NSOIL,NSOIL,Soil Conservation Service of NSW.,,1
QSOMC,QSOMC,Somerset College. Somerset College Library.,,34393
QSRCL,QSRCL,Somerset Regional Council Libraries.,,0
9062,,Somerset Regional Council Libraries. Esk Library.,QSRCL,0
7485,,Somerset Regional Council Libraries. Kilcoy Library.,QSRCL,0
326618,,Somerset Regional Council Libraries. Lowood Library.,QSRCL,0
3510,,Somerset Regional Council Libraries. Toogoolawah Library.,QSRCL,0
QSH,QSH,Somerville House. Somerville House Library.,,0
SPAR,SPAR,South Australia. Parliamentary Library of South Australia.,,0
SAEI,SAEI,South Australian Early Imprints Project.,,2727
10178,,South Australian Museum.,,61
SMUA,SMUA,South Australian Museum. Anthropology Archives.,10178,0
SMU:ANDS,SMU:ANDS,South Australian Museum. Research Data via ANDS.,10178,58
SMU,SMU,South Australian Museum. SA Museum Library.,10178,3
SSLP,SSLP,South Australian Public Library Network.,,19
QTJO,QTJO,South Burnett Libraries.,,1910
5547,,South Burnett Libraries. Blackbutt Library.,QTJO,0
7337,,South Burnett Libraries. Col Morris Public Library.,QTJO,0
6589,,South Burnett Libraries. Dermot Tiernan Memorial Library.,QTJO,0
7338,,South Burnett Libraries. Durong Community Library.,QTJO,0
5594,,South Burnett Libraries. Maidenwell Library.,QTJO,0
5545,,South Burnett Libraries. Nanango Library.,QTJO,0
7339,,South Burnett Libraries. Proston Library.,QTJO,0
7491,,South Burnett Libraries. T. J. O'Neill Memorial Library.,QTJO,0
NSCO:K,NSCO:K,South Coast Co-operative Library Service. Kiama Library.,,44286
NSG,NSG,South Eastern Sydney Local Health District. St George Hospital Library Services.,,2345
NSHDS,NSHDS,South Head & District Synagogue.,,0
336997,,South Metropolitan Health Service Library.,,12588
WRPH,WRPH,South Metropolitan Health Service Library. South & East Metropolitan Health Services Libraries.,336997,11144
WFSH,WFSH,South Metropolitan Health Service Library. South Metropolitan Health Services with bases at Fiona Stanley Hospital and Royal Perth Hospital.,336997,1444
WSWA,WSWA,South Metropolitan TAFE .,,1
341840,,South Metropolitan TAFE . Bentley Campus Library.,WSWA,0
341860,,South Metropolitan TAFE . Carlisle Campus Library.,WSWA,0
341861,,South Metropolitan TAFE . Fremantle Campus Library.,WSWA,0
341862,,South Metropolitan TAFE . Murdoch Campus Library.,WSWA,0
341864,,South Metropolitan TAFE . Thornlie Campus Library.,WSWA,0
WAT,WAT,South Regional TAFE. Learning Resource Centre.,,1
VWAR,VWAR,South West Healthcare. The Stan Carroll Library.,,2863
331237,,South Western Sydney Local Health District.,,450
NBKH,NBKH,"South Western Sydney Local Health District. Clinical Library, Bankstown-Lidcombe Hospital.",331237,450
NFDH,NFDH,South Western Sydney Local Health District. Fairfield Hospital Library.,331237,0
NBDH,NBDH,South Western Sydney Local Health District. Michael Khoo Library.,331237,0
QSCCC,QSCCC,Southern Cross Catholic College.,,0
14994,,Southern Cross University.,,268061
NSCU:CH,NSCU:CH,Southern Cross University. Coffs Harbour Education Campus Library.,14994,13053
NSCU:GC,NSCU:GC,Southern Cross University. Gold Coast Campus Library.,14994,7131
NSCU:ANDS,NSCU:ANDS,Southern Cross University. Research Data via ANDS.,14994,71
NSCU:L,NSCU:L,Southern Cross University. University Library Lismore.,14994,247806
NSCU:IR,NSCU:IR,Southern Cross University. University Library Lismore. Southern Cross University: Institutional Repository.,NSCU:L,19752
VSHGM,VSHGM,Sovereign Hill Gold Museum. Sovereign Hill Gold Museum Library.,,80310
QSAAG,QSAAG,St Aidan's Anglican Girls' School. St Aidan's School Library.,,0
SSTAC,SSTAC,St Aloysius College .,,0
1151,,St Aloysius College . Catherine McAuley Library.,SSTAC,0
VCOO,VCOO,St Athanasius Coptic Orthodox Theological College Library.,,4846
NSCFP,NSCFP,"St Catherine's School, Waverley. Faith Patterson Research and Resource Centre.",,3
QSFT,QSFT,St Francis' Theological College. Roscoe Library.,,33584
WSHA,WSHA,St Hilda's Anglican School for Girls. St Hilda's Library.,,48641
QSTH,QSTH,St Hilda's School. St Hilda's Senior Library.,,0
VSJC,VSJC,St Joseph's College.,,0
QSJCT,QSJCT,St Joseph's College. Terrace Library & Information Centre.,VSJC,0
QSJC,QSJC,St Joseph's Nudgee College. St Joseph's Nudgee College Library.,,0
VSKHS,VSKHS,St Kilda Historical Society.,,816
QLC,QLC,St Laurence's College. Senior School Information Centre.,,0
ASM,ASM,St Mark's National Theological Centre. St Mark's National Theological Centre Library.,,61702
VU:M,VU:M,St Mary's College & Newman College Academic Centre Library.,,55549
TSTM,TSTM,St Michael's Collegiate School. St Michael's Collegiate School Library.,,3
QSPCM,QSPCM,"St Patrick's College, Mackay.",,0
TSTPAT,TSTPAT,St Patrick's College. Saint Mary MacKillop Library.,,0
NSPGS,NSPGS,St Paul's Grammar School Penrith. St Paul's Grammar School Library.,,0
QSP,QSP,St Paul's School.,,0
SPSC,SPSC,St Peter's College. Miller Library.,,0
QSTRC,QSTRC,St Rita's College Limited. St Rita's College Library.,,0
16615,,St Vincent's Hospital (Melbourne).,,43738
VSV,VSV,St Vincent's Hospital (Melbourne). Carl de Gruchy Library.,16615,43727
VSV:ARC,VSV:ARC,St Vincent's Hospital (Melbourne). St Vincent's Hospital Melbourne Archives.,16615,11
NSV,NSV,St Vincent's Hospital (Sydney). Walter McGrath Library.,,5724
NSL,NSL,State Library of NSW.,,96982
NSL:NED,NSL:NED,State Library of NSW. National edeposit (NSW).,NSL,96973
QSL,QSL,State Library of Queensland.,,1000552
QSL:GR,QSL:GR,State Library of Queensland. Government Research and Information Library .,QSL,0
QSL:NED,QSL:NED,State Library of Queensland. National edeposit (QLD).,QSL,84710
333837,,State Library of Queensland. Picture Queensland partner,QSL,2684
QPQ:BAN,QPQ:BAN,State Library of Queensland. Picture Queensland partner Banana Shire Library.,333837,99
